1,0, Private,215646, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,38
4064,0, Private,340734, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States,66
4065,0, Self-emp-not-inc,288585, HS-grad,9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0.0,0.0,20.0, South,36
4066,0, Private,241765, 11th,7, Divorced, Handlers-cleaners, Not-in-family, White, Female,0.0,0.0,60.0, United-States,38
4067,0, Private,111058, Assoc-acdm,12, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, United-States,25
4068,0, Private,104662, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0.0,0.0,22.0, United-States,25
4069,0, Private,313986, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,90
4070,0, Local-gov,52037, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States,41
4071,0, ?,146589, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0.0,0.0,40.0, United-States,34
4072,0, Private,131776, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,914.0,0.0,40.0, Germany,33
4073,0, Private,254221, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,33
4074,1, Private,152909, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,45.0, United-States,35
4075,0, Self-emp-not-inc,211785, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Female,0.0,0.0,20.0, United-States,39
4076,0, Private,160362, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,60.0, United-States,59
4077,0, Private,387215, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0.0,1719.0,16.0, United-States,19
4078,0, Private,187046, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4064.0,0.0,38.0, United-States,39
4079,0, ?,208874, Some-college,10, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,19
4080,0, Private,169631, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0.0,0.0,40.0, United-States,27
4081,0, Private,202956, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,52
4082,0, Self-emp-not-inc,80467, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0.0,0.0,24.0, United-States,59
4083,0, Private,407672, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0.0,0.0,40.0, United-States,28
4084,0, Private,243425, HS-grad,9, Divorced, Other-service, Other-relative, White, Female,0.0,0.0,50.0, Peru,37
4085,0, ?,174964, 10th,6, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,99.0, United-States,50
4086,1, Private,347491, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,36
4087,1, Private,146161, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,60.0, United-States,34
4088,0, Private,449432, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,40.0, United-States,23
4089,0, ?,175499, 11th,7, Never-married, ?, Own-child, White, Female,0.0,0.0,30.0, United-States,19
4090,0, Private,288825, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0.0,2258.0,84.0, United-States,33
4091,0, Local-gov,134813, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,52.0, United-States,27
4092,0, Local-gov,190401, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,31
4093,0, Private,260617, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,36.0, United-States,21
4094,0, Private,45604, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,54.0, United-States,31
4095,1, Private,67841, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,59
4096,1, Local-gov,244522, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,1902.0,48.0, United-States,40
4097,0, Private,430471, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,19
4098,0, Private,194698, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,50.0, United-States,47
4099,0, Private,94235, Bachelors,13, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, United-States,34
4100,0, Private,188330, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,78.0, United-States,57
4101,0, Local-gov,146181, 9th,5, Married-civ-spouse, Transport-moving, Husband, Black, Male,0.0,0.0,40.0, United-States,51
4102,0, Private,177125, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,20.0, United-States,21
4103,0, Self-emp-inc,68330, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States,30
4104,0, Private,95636, Some-college,10, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,45.0, United-States,46
4105,0, Private,238329, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,45.0, United-States,40
4106,0, Private,416129, Preschool,1, Married-civ-spouse, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, El-Salvador,52
4107,0, Private,285004, Bachelors,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0.0,0.0,50.0, Taiwan,23
4108,0, ?,256514, Bachelors,13, Widowed, ?, Other-relative, White, Female,991.0,0.0,10.0, United-States,90
4109,0, Private,186294, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,50.0, United-States,25
4110,0, Private,188786, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, United-States,43
4111,1, State-gov,31352, Some-college,10, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States,38
4112,0, Private,197613, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,30.0, United-States,22
4113,0, Local-gov,161942, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,1055.0,0.0,40.0, United-States,33
4114,1, Private,275438, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178.0,0.0,40.0, United-States,34
4115,0, Private,361721, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,20.0, United-States,65
4116,0, Private,144968, HS-grad,9, Never-married, Tech-support, Own-child, White, Male,0.0,0.0,15.0, United-States,50
4117,0, Private,190539, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,6849.0,0.0,48.0, United-States,29
4118,0, Private,178037, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States,25
4119,0, Private,306985, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,54
4120,1, Private,87928, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,49
4121,0, Private,242619, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,44
4122,0, Private,154165, 9th,5, Divorced, Other-service, Own-child, White, Female,0.0,0.0,40.0, United-States,24
4123,0, Private,511331, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,38.0, United-States,25
4124,0, Local-gov,221026, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,20.0, United-States,65
4125,0, Self-emp-not-inc,222182, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,45.0, United-States,56
4126,1, Self-emp-not-inc,126569, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,60.0, United-States,39
4127,0, Private,202344, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,40.0, United-States,23
4128,0, Private,190423, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,20.0, United-States,20
4129,0, Private,238917, 5th-6th,3, Never-married, Craft-repair, Unmarried, White, Male,0.0,0.0,40.0, El-Salvador,24
4130,1, Private,221947, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1887.0,50.0, United-States,41
4131,0, Self-emp-inc,37997, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,50.0, United-States,40
4132,1, Private,147098, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,55
4133,0, Private,278253, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,48.0, United-States,38
4134,0, Private,195411, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,23
4135,0, Private,76196, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,44
4136,1, Private,120131, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1887.0,40.0, United-States,45
4137,0, Self-emp-not-inc,186014, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,12.0, Germany,20
4138,0, Private,205903, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0.0,0.0,40.0, United-States,29
4139,0, State-gov,125405, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States,43
4140,0, Private,219838, 12th,8, Divorced, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, United-States,30
4141,0, State-gov,19395, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.0, United-States,28
4142,1, Private,223327, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,31
4143,0, Private,114062, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0.0,0.0,40.0, United-States,52
4144,1, Private,95654, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,50.0, Iran,36
4145,0, Private,177305, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,45.0, United-States,38
4146,0, ?,299616, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States,66
4147,0, Self-emp-not-inc,117681, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,63
4148,0, Private,237651, Some-college,10, Never-married, Other-service, Own-child, White, Male,0.0,0.0,35.0, United-States,21
4149,0, State-gov,150570, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,0.0,0.0,40.0, United-States,33
4150,0, State-gov,106705, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,1506.0,0.0,50.0, United-States,46
4151,0, ?,174714, Some-college,10, Never-married, ?, Own-child, White, Male,0.0,0.0,20.0, United-States,20
4152,0, Self-emp-inc,175958, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,3325.0,0.0,60.0, United-States,47
4153,1, Private,144064, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,55.0, United-States,33
4154,0, ?,107112, 7th-8th,4, Never-married, ?, Other-relative, Black, Male,0.0,0.0,30.0, United-States,66
4155,0, Private,54152, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,30.0, ?,20
4156,0, Private,152951, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,28
4157,0, Private,190487, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,0.0,0.0,28.0, Ecuador,46
4158,0, Private,306666, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,45.0, United-States,25
4159,0, Private,195148, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Male,3137.0,0.0,40.0, United-States,37
4160,0, Self-emp-not-inc,226624, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,60.0, United-States,31
4161,0, Private,157569, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,49
4162,0, State-gov,22966, Some-college,10, Married-spouse-absent, Tech-support, Unmarried, White, Male,0.0,0.0,20.0, United-States,22
4163,1, Private,379682, Assoc-voc,11, Married-civ-spouse, Other-service, Wife, White, Female,0.0,0.0,20.0, United-States,52
4164,0, Private,446559, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,50.0, United-States,29
4165,0, Private,41794, 11th,7, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States,18
4166,0, Local-gov,90409, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, United-States,31
4167,0, Private,125491, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0.0,0.0,35.0, Vietnam,23
4168,1, ?,129661, Assoc-voc,11, Married-civ-spouse, ?, Wife, Amer-Indian-Eskimo, Female,0.0,0.0,40.0, United-States,27
4169,0, Self-emp-not-inc,104748, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,65.0, United-States,54
4170,0, Local-gov,169182, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,49.0, Dominican-Republic,50
4171,1, Private,324655, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,1902.0,40.0, ?,46
4172,0, Private,122272, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Female,0.0,0.0,40.0, United-States,24
4173,0, ?,114798, 11th,7, Never-married, ?, Own-child, White, Female,0.0,0.0,18.0, United-States,17
4174,0, Self-emp-inc,289707, HS-grad,9, Separated, Other-service, Not-in-family, White, Male,0.0,0.0,45.0, United-States,49
4175,1, Local-gov,137691, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States,54
4176,1, Private,84610, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,1902.0,60.0, United-States,41
4177,0, Private,166789, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,40.0, United-States,49
4178,0, Local-gov,348728, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,35.0, United-States,36
4179,0, Private,348092, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0.0,0.0,40.0, Haiti,23
4180,0, Private,154526, Some-college,10, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States,63
4181,1, Private,288371, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, Canada,67
4182,0, Private,182342, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,23
4183,0, Private,244366, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States,22
4184,0, Private,102423, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0.0,0.0,30.0, United-States,66
4185,0, Private,259688, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,50.0, United-States,25
4186,0, Private,98733, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Female,0.0,0.0,20.0, United-States,30
4187,0, Private,174856, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2885.0,0.0,40.0, United-States,35
4188,0, Self-emp-not-inc,141797, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,67
4189,0, Private,327202, 12th,8, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,30
4190,0, Private,76996, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0.0,0.0,38.0, United-States,26
4191,0, Private,260560, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States,34
4192,0, Private,370990, Some-college,10, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, United-States,21
4193,0, Private,129010, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,10.0, United-States,18
4194,0, Private,452640, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,21
4195,0, Self-emp-inc,120796, 9th,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States,76
4196,0, Federal-gov,45334, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0.0,0.0,70.0, ?,51
4197,0, Private,229523, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0.0,0.0,56.0, United-States,26
4198,0, Private,127388, 12th,8, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,25.0, United-States,18
4199,0, ?,395567, 11th,7, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,18
4200,0, Private,119422, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,1672.0,50.0, United-States,34
4201,0, Private,193895, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States,59
4202,1, Private,163083, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,14084.0,0.0,45.0, United-States,55
4203,0, Self-emp-not-inc,155343, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,72.0, United-States,33
4204,0, Private,73895, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0.0,0.0,10.0, United-States,25
4205,0, Private,107682, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0.0,0.0,10.0, United-States,48
4206,0, Private,321166, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,5.0, United-States,64
4207,1, Local-gov,154940, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,45.0, United-States,47
4208,0, Private,103700, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0.0,0.0,40.0, United-States,26
4209,1, Private,63509, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,48.0, United-States,36
4210,0, Private,243842, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States,21
4211,0, ?,187221, 7th-8th,4, Never-married, ?, Not-in-family, White, Female,0.0,0.0,25.0, United-States,54
4212,0, Private,58597, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,44.0, United-States,30
4213,0, Self-emp-not-inc,190290, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,41
4214,1, ?,158352, Masters,14, Never-married, ?, Not-in-family, White, Female,8614.0,0.0,35.0, United-States,53
4215,0, Private,62165, Some-college,10, Never-married, Sales, Other-relative, Black, Male,0.0,0.0,30.0, United-States,34
4216,0, ?,307149, Some-college,10, Never-married, ?, Own-child, White, Female,0.0,0.0,35.0, United-States,20
4217,0, Private,280134, 10th,6, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,49.0, El-Salvador,24
4218,0, Private,118736, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,20.0, United-States,26
4219,0, Private,171114, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,48.0, United-States,25
4220,0, Private,169638, Some-college,10, Divorced, Sales, Unmarried, White, Female,0.0,0.0,36.0, United-States,35
4221,1, Private,125461, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,41
4222,0, Private,145434, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,33
4223,0, Private,152182, Some-college,10, Never-married, Other-service, Own-child, White, Female,0.0,0.0,25.0, United-States,18
4224,0, Self-emp-inc,233724, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Male,0.0,0.0,38.0, United-States,27
4225,0, Private,153963, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,35.0, United-States,32
4226,0, Local-gov,88120, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0.0,0.0,40.0, United-States,51
4227,0, Private,96330, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,38
4228,0, Local-gov,66118, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0.0,0.0,25.0, United-States,41
4229,0, Private,182178, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2829.0,0.0,40.0, United-States,26
4230,0, Self-emp-not-inc,53628, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, White, Male,0.0,0.0,35.0, United-States,38
4231,1, Private,174865, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States,54
4232,0, Private,66194, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,60.0, Outlying-US(Guam-USVI-etc),30
4233,0, Private,73796, Some-college,10, Widowed, Exec-managerial, Unmarried, White, Female,0.0,0.0,30.0, United-States,31
4234,0, State-gov,28366, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,26
4235,0, Self-emp-not-inc,231741, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,4931.0,0.0,3.0, United-States,75
4236,0, Private,237865, Masters,14, Never-married, Transport-moving, Own-child, Black, Male,0.0,0.0,40.0, United-States,29
4237,1, Private,195453, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,61
4238,0, Private,116934, Some-college,10, Separated, Sales, Unmarried, White, Female,0.0,0.0,45.0, United-States,24
4239,0, ?,87867, 12th,8, Never-married, ?, Not-in-family, White, Male,0.0,0.0,30.0, United-States,22
4240,0, Private,456399, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,40.0, United-States,34
4241,0, Private,263608, Some-college,10, Divorced, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States,42
4242,0, Private,263498, 11th,7, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,24
4243,0, Self-emp-not-inc,183765, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, ?,42
4244,0, Federal-gov,469705, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,0.0,1980.0,40.0, United-States,27
4245,1, Local-gov,113253, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,50.0, United-States,39
4246,0, Private,138768, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States,20
4247,0, Private,302146, 11th,7, Never-married, Other-service, Not-in-family, Black, Female,0.0,0.0,40.0, United-States,51
4248,0, Private,253866, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,30.0, United-States,68
4249,0, Federal-gov,214858, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0.0,0.0,48.0, United-States,28
4250,0, Private,243476, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Female,0.0,0.0,40.0, United-States,43
4251,0, Private,169104, Some-college,10, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States,35
4252,0, Private,103218, HS-grad,9, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States,44
4253,0, Private,57233, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States,41
4254,1, Private,228320, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,45.0, United-States,44
4255,0, Private,217421, HS-grad,9, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0.0,0.0,40.0, United-States,20
4256,1, Private,185041, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,75.0, United-States,46
4257,1, Self-emp-not-inc,37302, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,7688.0,0.0,70.0, United-States,27
4258,0, Private,261059, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,50.0, United-States,32
4259,0, Private,59767, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States,46
4260,0, Private,333541, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0.0,0.0,24.0, United-States,26
4261,0, Private,133352, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0.0,0.0,40.0, Vietnam,20
4262,0, Private,99270, HS-grad,9, Married-civ-spouse, Farming-fishing, Wife, White, Female,0.0,0.0,40.0, United-States,36
4263,1, Private,204629, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States,49
4264,1, Private,34104, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103.0,0.0,55.0, United-States,32
4265,1, Private,312667, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024.0,0.0,50.0, United-States,32
4266,1, Private,329603, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,1902.0,40.0, United-States,49
4267,0, Private,281021, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,45.0, United-States,36
4268,0, Private,275385, Some-college,10, Never-married, Other-service, Other-relative, White, Male,0.0,0.0,25.0, United-States,22
4269,0, Federal-gov,129177, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States,52
4270,1, Private,385591, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,50.0, United-States,42
4271,0, ?,201179, Some-college,10, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States,22
4272,0, Private,38360, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,16.0, United-States,72
4273,0, Local-gov,73796, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States,30
4274,0, Private,67671, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States,44
4275,0, Private,257621, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,45.0, United-States,23
4276,0, Private,180052, Some-college,10, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.0, United-States,22
4277,0, Private,656036, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Male,0.0,0.0,60.0, United-States,59
4278,0, Private,215943, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States,46
4279,0, Private,488720, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, Mexico,30
4280,0, Federal-gov,199298, 7th-8th,4, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,30.0, Puerto-Rico,64
4281,0, Private,305692, Some-college,10, Married-civ-spouse, Sales, Wife, Black, Female,0.0,0.0,40.0, United-States,31
4282,0, Private,114994, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,20.0, United-States,64
4283,0, Private,88265, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0.0,0.0,40.0, United-States,45
4284,1, Private,168569, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,1887.0,40.0, United-States,59
4285,0, Private,175413, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,0.0,0.0,40.0, Jamaica,32
